hash,author,date,title,file
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/draw.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/featurelite.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/fsa.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/kimmo.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/kimmotest.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/morphology.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/pairs.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/kimmo/rules.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/category.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/cfg.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/chart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/featurechart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/featurelite.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/test.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/tree.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/parse/treeview.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/batchtest.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/category.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/cfg.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/chart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/featurechart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/featurelite.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/interact.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/logic.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/test.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/testw.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/tree.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/semantics/treeview.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/tagging/drawchart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/tagging/tagparse.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/mit/six863/tagging/train.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/paradigm.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/paradigmquery.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/punkt.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/data.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/demos/demo1.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/demos/demo2.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/demos/demo3.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/demos/demo4.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/errors.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/language.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/lexicon.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/settings.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/text.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/toolbox/utilities.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/contrib/tree.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/abc.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/brown.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/chat80.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/cmudict.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/conll2000.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/conll2002.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/genesis.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/gutenberg.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/ieer.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/inaugural.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/indian.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/names.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/ppattach.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/senseval.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/shakespeare.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/sinica_treebank.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/state_union.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/stopwords.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/timit.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/toolbox.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/treebank.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/udhr.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/web.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/webtext.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/words.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/corpora/ycoe.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/detect.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/draw/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/draw/cfg.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/draw/chart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/draw/dispersion.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/draw/plot.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/draw/rdparser.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/draw/srparser.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/draw/tree.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/etree/ElementInclude.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/etree/ElementPath.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/etree/ElementTree.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/etree/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/evaluate.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/featurestructure.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/misc/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/misc/chomsky.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/misc/nemo.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/misc/sort.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/misc/wordfinder.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/model/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/category.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/cfg.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/chart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/featurechart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/featurelite.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/filebroker.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/generate.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/pcfg.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/pchart.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/rd.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/sr.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/tree.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/treetransforms.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/parse/viterbi.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/probability.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/semantics/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/semantics/evaluate.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/semantics/logic.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/semantics/utilities.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/stem/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/stem/lancaster.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/stem/porter.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/stem/regexp.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tag/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tag/brill.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tag/hmm.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tag/ngram.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tag/unigram.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/test/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/test/doctest_driver.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/test/germangrammar.unittest.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/test/logic.test.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/test/semantics.unittest.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tokenize/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tokenize/regexp.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tokenize/sexpr.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/tokenize/simple.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/utilities.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/wordnet/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/wordnet/brown_ic.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/wordnet/browse.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/wordnet/cache.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/wordnet/lexname.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/wordnet/pos.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/wordnet/similarity.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/wordnet/wordnet.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk/yamltags.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chat/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chat/eliza.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chat/iesha.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chat/rude.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chat/suntsu.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chat/zen.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chunk/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chunk/convert.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/chunk/regexp.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/cluster/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/cluster/em.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/cluster/gaac.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/cluster/kmeans.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/attribute.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/autoclass.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/cfile.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/classify.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/commandline.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/confusionmatrix.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/decisionstump.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/decisiontree.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/discretise.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/discretisedattribute.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/exceptions/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/exceptions/filenotfounderror.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/exceptions/invaliddataerror.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/exceptions/systemerror.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/featureselect.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/format.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/instance.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/instances.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/item.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/naivebayes.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/numrange.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/oner.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier/zeror.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/__init__.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/alltests.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/attributestests.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/attributetests.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/autoclasstests.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/cfiletests.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/classifytests.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/commandlinetests.py
9c7aade,Steven Bird,2007-06-10 23:23:19,"moved source tree from nltk_lite to nltk, in preparation for 1.0",nltk_lite/contrib/classifier_tests/confusionmatrixtests.py
